side,h,N,N_base,mean_bp,median_bp,up%,t,excess_bp,src,tf,event,rep
short,1,2,1304,-109.1,-109.1,50.0,-0.92,-110.9,null_rw,daily,compress_bo,5
short,3,2,1302,-64.6,-64.6,50.0,-0.55,-70.2,null_rw,daily,compress_bo,5
short,5,2,1300,-37.7,-37.7,50.0,-0.25,-46.9,null_rw,daily,compress_bo,5
short,10,2,1295,76.8,76.8,50.0,0.72,58.1,null_rw,daily,compress_bo,5
short,20,2,1285,-8.3,-8.3,50.0,-0.02,-47.2,null_rw,daily,compress_bo,5
long,1,15,1304,15.4,35.3,66.7,0.84,17.3,null_rw,daily,kelt_pull,5
long,3,15,1302,-14.1,21.1,60.0,-0.57,-8.5,null_rw,daily,kelt_pull,5
long,5,15,1300,15.3,-10.0,40.0,0.51,24.6,null_rw,daily,kelt_pull,5
long,10,15,1295,-17.5,-65.6,40.0,-0.23,1.2,null_rw,daily,kelt_pull,5
long,20,14,1285,-91.1,-157.1,42.9,-0.77,-52.2,null_rw,daily,kelt_pull,5
short,1,15,1304,22.0,4.8,60.0,0.98,20.1,null_rw,daily,kelt_pull,5
short,3,15,1302,-17.1,-25.2,40.0,-0.31,-22.8,null_rw,daily,kelt_pull,5
short,5,15,1300,30.5,34.1,60.0,0.53,21.3,null_rw,daily,kelt_pull,5
short,10,15,1295,40.6,-34.9,46.7,0.41,21.9,null_rw,daily,kelt_pull,5
short,20,15,1285,29.2,-27.1,46.7,0.25,-9.8,null_rw,daily,kelt_pull,5
long,1,10,1304,-14.8,-2.8,40.0,-0.46,-13.0,null_rw,daily,donch100,5
long,3,10,1302,16.9,68.5,60.0,0.25,22.5,null_rw,daily,donch100,5
long,5,10,1300,-18.7,8.4,50.0,-0.2,-9.5,null_rw,daily,donch100,5
long,10,10,1295,-60.2,-111.7,50.0,-0.45,-41.5,null_rw,daily,donch100,5
long,20,10,1285,-168.9,-242.8,20.0,-1.09,-130.0,null_rw,daily,donch100,5
short,1,39,1304,-1.5,1.1,53.8,-0.08,-3.3,null_rw,daily,donch100,5
short,3,39,1302,-18.3,-2.7,46.2,-0.62,-23.9,null_rw,daily,donch100,5
short,5,39,1300,-16.2,-63.4,38.5,-0.44,-25.4,null_rw,daily,donch100,5
short,10,39,1295,-58.0,-78.0,38.5,-1.07,-76.7,null_rw,daily,donch100,5
short,20,39,1285,-36.3,-55.0,46.2,-0.5,-75.2,null_rw,daily,donch100,5
long,1,6,1304,10.6,46.5,66.7,0.22,12.4,null_rw,daily,donch260,5
long,3,6,1302,94.7,96.9,66.7,1.28,100.3,null_rw,daily,donch260,5
long,5,6,1300,111.3,124.0,66.7,1.19,120.5,null_rw,daily,donch260,5
long,10,6,1295,126.3,158.8,66.7,0.78,145.0,null_rw,daily,donch260,5
long,20,6,1285,13.4,-75.1,33.3,0.06,52.3,null_rw,daily,donch260,5
short,1,23,1304,15.7,21.3,60.9,0.57,13.9,null_rw,daily,donch260,5
short,3,23,1302,26.9,-0.4,47.8,0.72,21.3,null_rw,daily,donch260,5
short,5,23,1300,15.0,-19.1,39.1,0.31,5.8,null_rw,daily,donch260,5
short,10,23,1295,-4.6,-68.0,43.5,-0.07,-23.3,null_rw,daily,donch260,5
short,20,23,1285,-29.5,-176.3,43.5,-0.35,-68.5,null_rw,daily,donch260,5
long,1,10,8993,11.7,18.2,80.0,2.59,11.5,null_rw,60m,compress_bo,5
long,3,10,8991,38.1,28.7,70.0,1.79,37.5,null_rw,60m,compress_bo,5
long,5,10,8989,40.5,48.9,60.0,1.13,39.4,null_rw,60m,compress_bo,5
long,10,10,8984,20.8,36.3,60.0,0.48,18.5,null_rw,60m,compress_bo,5
long,20,10,8974,40.9,-39.4,40.0,0.52,36.3,null_rw,60m,compress_bo,5
short,1,16,8993,-8.2,-5.1,31.2,-1.07,-7.9,null_rw,60m,compress_bo,5
short,3,16,8991,-14.6,-18.2,37.5,-0.88,-14.0,null_rw,60m,compress_bo,5
short,5,16,8989,-27.2,-39.6,25.0,-1.44,-26.1,null_rw,60m,compress_bo,5
short,10,16,8984,-6.3,-19.0,50.0,-0.2,-4.0,null_rw,60m,compress_bo,5
short,20,16,8974,-29.9,-13.2,43.8,-0.77,-25.3,null_rw,60m,compress_bo,5
long,1,101,8993,1.5,-0.9,49.5,0.42,1.3,null_rw,60m,kelt_pull,5
long,3,101,8991,5.9,10.4,52.5,0.88,5.2,null_rw,60m,kelt_pull,5
long,5,101,8989,7.8,9.8,55.4,0.94,6.7,null_rw,60m,kelt_pull,5
long,10,101,8984,-4.5,-19.5,44.6,-0.36,-6.8,null_rw,60m,kelt_pull,5
long,20,101,8974,-12.4,-10.2,42.6,-0.74,-16.9,null_rw,60m,kelt_pull,5
short,1,99,8993,-0.6,1.9,51.5,-0.18,-0.3,null_rw,60m,kelt_pull,5
short,3,99,8991,7.9,9.5,56.6,1.43,8.6,null_rw,60m,kelt_pull,5
short,5,99,8989,8.5,0.5,50.5,1.09,9.6,null_rw,60m,kelt_pull,5
short,10,99,8984,-4.1,-6.0,46.5,-0.37,-1.9,null_rw,60m,kelt_pull,5
short,20,99,8974,-16.4,-14.2,45.5,-1.03,-11.8,null_rw,60m,kelt_pull,5
long,1,0,1304,,,,,,null_rw,daily,compress_bo,6
long,3,0,1302,,,,,,null_rw,daily,compress_bo,6
long,5,0,1300,,,,,,null_rw,daily,compress_bo,6
long,10,0,1295,,,,,,null_rw,daily,compress_bo,6
long,20,0,1285,,,,,,null_rw,daily,compress_bo,6
short,1,1,1304,,,,,,null_rw,daily,compress_bo,6
short,3,1,1302,,,,,,null_rw,daily,compress_bo,6
short,5,1,1300,,,,,,null_rw,daily,compress_bo,6
short,10,1,1295,,,,,,null_rw,daily,compress_bo,6
short,20,1,1285,,,,,,null_rw,daily,compress_bo,6
long,1,12,1304,15.4,13.1,83.3,0.69,15.9,null_rw,daily,kelt_pull,6
long,3,12,1302,6.3,8.6,50.0,0.24,7.4,null_rw,daily,kelt_pull,6
long,5,12,1300,-25.4,-9.7,50.0,-0.54,-23.8,null_rw,daily,kelt_pull,6
long,10,11,1295,-105.5,-75.9,36.4,-1.37,-103.1,null_rw,daily,kelt_pull,6
long,20,11,1285,-28.1,-17.7,45.5,-0.18,-22.5,null_rw,daily,kelt_pull,6
short,1,13,1304,14.5,16.3,61.5,0.45,14.1,null_rw,daily,kelt_pull,6
short,3,13,1302,-9.3,63.6,53.8,-0.18,-10.5,null_rw,daily,kelt_pull,6
short,5,13,1300,59.0,-28.9,46.2,0.95,57.4,null_rw,daily,kelt_pull,6
short,10,13,1295,26.2,8.4,61.5,0.31,23.7,null_rw,daily,kelt_pull,6
short,20,13,1285,-53.2,-146.2,38.5,-0.48,-58.8,null_rw,daily,kelt_pull,6
long,1,20,1304,19.3,29.4,55.0,0.77,19.8,null_rw,daily,donch100,6
long,3,20,1302,-11.7,-19.7,40.0,-0.38,-10.6,null_rw,daily,donch100,6
long,5,20,1300,-20.1,-17.4,45.0,-0.62,-18.5,null_rw,daily,donch100,6
long,10,20,1295,32.0,37.7,55.0,0.66,34.4,null_rw,daily,donch100,6
long,20,20,1285,60.8,-63.8,45.0,0.65,66.4,null_rw,daily,donch100,6
short,1,34,1304,-2.0,21.2,55.9,-0.13,-2.5,null_rw,daily,donch100,6
short,3,34,1302,-18.1,8.2,55.9,-0.89,-19.2,null_rw,daily,donch100,6
short,5,34,1300,-18.5,4.8,52.9,-0.68,-20.1,null_rw,daily,donch100,6
short,10,34,1295,-43.7,-24.9,47.1,-1.01,-46.1,null_rw,daily,donch100,6
short,20,34,1285,-26.3,34.9,50.0,-0.42,-31.9,null_rw,daily,donch100,6
long,1,4,1304,-88.7,-70.9,50.0,-1.08,-88.2,null_rw,daily,donch260,6
long,3,4,1302,-66.0,-50.9,25.0,-1.0,-64.9,null_rw,daily,donch260,6
long,5,4,1300,-135.3,-134.4,0.0,-10.25,-133.7,null_rw,daily,donch260,6
long,10,4,1295,-163.7,-222.6,25.0,-1.94,-161.3,null_rw,daily,donch260,6
long,20,4,1285,-246.9,-254.3,25.0,-2.21,-241.3,null_rw,daily,donch260,6
short,1,23,1304,-7.9,23.2,56.5,-0.44,-8.4,null_rw,daily,donch260,6
short,3,23,1302,-14.5,10.1,60.9,-0.55,-15.7,null_rw,daily,donch260,6
short,5,23,1300,-24.4,11.2,60.9,-0.66,-26.0,null_rw,daily,donch260,6
short,10,23,1295,-27.9,5.4,52.2,-0.52,-30.3,null_rw,daily,donch260,6
short,20,23,1285,-34.2,-63.5,47.8,-0.46,-39.8,null_rw,daily,donch260,6
long,1,11,8993,6.9,2.9,54.5,1.04,6.9,null_rw,60m,compress_bo,6
long,3,11,8991,25.0,24.9,54.5,1.44,24.9,null_rw,60m,compress_bo,6
long,5,11,8989,13.5,-14.1,36.4,0.56,13.4,null_rw,60m,compress_bo,6
long,10,11,8984,-5.0,13.0,54.5,-0.2,-5.3,null_rw,60m,compress_bo,6
long,20,11,8974,19.4,-14.8,36.4,0.83,18.9,null_rw,60m,compress_bo,6
short,1,4,8993,14.3,7.4,50.0,0.53,14.4,null_rw,60m,compress_bo,6
short,3,4,8991,24.1,29.5,75.0,1.78,24.2,null_rw,60m,compress_bo,6
short,5,4,8989,29.6,44.0,75.0,1.49,29.8,null_rw,60m,compress_bo,6
short,10,4,8984,-40.5,-72.4,25.0,-1.22,-40.3,null_rw,60m,compress_bo,6
short,20,4,8974,-8.7,12.5,75.0,-0.3,-8.3,null_rw,60m,compress_bo,6
long,1,90,8993,-1.2,0.7,51.1,-0.39,-1.3,null_rw,60m,kelt_pull,6
long,3,90,8991,-4.5,-1.5,48.9,-0.78,-4.6,null_rw,60m,kelt_pull,6
long,5,90,8989,1.4,4.8,53.3,0.18,1.2,null_rw,60m,kelt_pull,6
long,10,90,8984,0.6,6.0,53.3,0.05,0.3,null_rw,60m,kelt_pull,6
long,20,90,8974,-13.2,-5.7,48.9,-0.86,-13.6,null_rw,60m,kelt_pull,6
short,1,98,8993,1.9,0.6,51.0,0.53,1.9,null_rw,60m,kelt_pull,6
short,3,98,8991,2.3,-0.7,49.0,0.36,2.4,null_rw,60m,kelt_pull,6
short,5,98,8989,3.5,-6.0,45.9,0.41,3.7,null_rw,60m,kelt_pull,6
short,10,98,8984,1.5,10.4,53.1,0.13,1.7,null_rw,60m,kelt_pull,6
short,20,98,8974,-10.2,-7.2,49.0,-0.67,-9.7,null_rw,60m,kelt_pull,6
long,1,1,1304,,,,,,null_rw,daily,compress_bo,7
long,3,1,1302,,,,,,null_rw,daily,compress_bo,7
long,5,1,1300,,,,,,null_rw,daily,compress_bo,7
long,10,1,1295,,,,,,null_rw,daily,compress_bo,7
long,20,1,1285,,,,,,null_rw,daily,compress_bo,7
short,1,0,1304,,,,,,null_rw,daily,compress_bo,7
short,3,0,1302,,,,,,null_rw,daily,compress_bo,7
short,5,0,1300,,,,,,null_rw,daily,compress_bo,7
short,10,0,1295,,,,,,null_rw,daily,compress_bo,7
short,20,0,1285,,,,,,null_rw,daily,compress_bo,7
long,1,13,1304,38.3,54.9,76.9,1.13,40.5,null_rw,daily,kelt_pull,7
long,3,13,1302,49.3,85.6,84.6,0.8,55.7,null_rw,daily,kelt_pull,7
long,5,13,1300,144.4,142.6,76.9,2.46,154.8,null_rw,daily,kelt_pull,7
long,10,13,1295,237.2,151.6,69.2,2.24,257.1,null_rw,daily,kelt_pull,7
long,20,13,1285,101.8,-115.9,46.2,0.87,141.0,null_rw,daily,kelt_pull,7
short,1,18,1304,20.5,12.8,61.1,0.85,18.3,null_rw,daily,kelt_pull,7
short,3,18,1302,-4.1,-1.5,50.0,-0.1,-10.5,null_rw,daily,kelt_pull,7
short,5,18,1300,10.4,41.8,55.6,0.23,0.0,null_rw,daily,kelt_pull,7
short,10,18,1295,-40.7,-16.3,44.4,-0.81,-60.5,null_rw,daily,kelt_pull,7
short,20,17,1285,45.5,-11.8,47.1,0.46,6.3,null_rw,daily,kelt_pull,7
long,1,22,1304,-19.2,-17.3,45.5,-1.33,-17.0,null_rw,daily,donch100,7
long,3,22,1302,-11.7,3.6,50.0,-0.31,-5.3,null_rw,daily,donch100,7
long,5,22,1300,9.7,-39.2,40.9,0.2,20.1,null_rw,daily,donch100,7
long,10,22,1295,17.2,88.0,59.1,0.26,37.1,null_rw,daily,donch100,7
long,20,22,1285,29.4,40.4,54.5,0.3,68.5,null_rw,daily,donch100,7
short,1,34,1304,-6.3,-0.3,50.0,-0.47,-8.5,null_rw,daily,donch100,7
short,3,34,1302,19.4,-2.0,50.0,0.69,13.0,null_rw,daily,donch100,7
short,5,34,1300,31.5,-23.5,47.1,0.86,21.1,null_rw,daily,donch100,7
short,10,34,1295,57.3,20.3,52.9,1.03,37.4,null_rw,daily,donch100,7
short,20,34,1285,17.5,61.7,52.9,0.26,-21.7,null_rw,daily,donch100,7
long,1,9,1304,-30.2,-65.1,44.4,-1.09,-28.1,null_rw,daily,donch260,7
long,3,9,1302,-6.1,-36.3,44.4,-0.13,0.3,null_rw,daily,donch260,7
long,5,9,1300,-35.0,-155.4,22.2,-0.42,-24.5,null_rw,daily,donch260,7
long,10,9,1295,-39.1,-34.3,44.4,-0.52,-19.3,null_rw,daily,donch260,7
long,20,9,1285,-77.0,-17.5,44.4,-0.6,-37.9,null_rw,daily,donch260,7
short,1,16,1304,-22.1,-24.7,43.8,-1.14,-24.3,null_rw,daily,donch260,7
short,3,16,1302,-6.6,-61.9,31.2,-0.14,-13.0,null_rw,daily,donch260,7
short,5,16,1300,34.9,-51.1,43.8,0.68,24.4,null_rw,daily,donch260,7
short,10,16,1295,98.6,38.4,68.8,1.14,78.7,null_rw,daily,donch260,7
short,20,16,1285,142.8,113.3,68.8,1.35,103.6,null_rw,daily,donch260,7
long,1,4,8993,7.7,4.9,50.0,0.93,7.8,null_rw,60m,compress_bo,7
long,3,4,8991,-22.3,-23.3,50.0,-1.06,-22.0,null_rw,60m,compress_bo,7
long,5,4,8989,-33.5,-56.9,25.0,-1.0,-33.0,null_rw,60m,compress_bo,7
long,10,4,8984,-89.0,-101.5,25.0,-2.0,-88.1,null_rw,60m,compress_bo,7
long,20,4,8974,28.6,53.8,50.0,0.4,30.7,null_rw,60m,compress_bo,7
short,1,6,8993,-13.5,-17.9,33.3,-1.19,-13.6,null_rw,60m,compress_bo,7
short,3,6,8991,13.9,6.4,66.7,0.72,13.6,null_rw,60m,compress_bo,7
short,5,6,8989,25.8,37.2,66.7,0.78,25.3,null_rw,60m,compress_bo,7
short,10,6,8984,72.7,103.0,66.7,1.59,71.7,null_rw,60m,compress_bo,7
short,20,6,8974,76.3,93.1,83.3,1.83,74.2,null_rw,60m,compress_bo,7
long,1,99,8993,4.6,2.7,52.5,1.27,4.6,null_rw,60m,kelt_pull,7
long,3,99,8991,-3.8,-6.4,45.5,-0.63,-3.6,null_rw,60m,kelt_pull,7
long,5,99,8989,-6.5,-13.4,40.4,-0.83,-6.1,null_rw,60m,kelt_pull,7
long,10,99,8984,-15.1,-7.7,48.5,-1.46,-14.2,null_rw,60m,kelt_pull,7
long,20,99,8974,-34.7,-45.3,38.4,-2.27,-32.5,null_rw,60m,kelt_pull,7
short,1,100,8993,6.2,4.3,58.0,1.75,6.1,null_rw,60m,kelt_pull,7
short,3,100,8991,5.2,7.4,56.0,0.86,4.9,null_rw,60m,kelt_pull,7
short,5,100,8989,4.4,2.1,51.0,0.55,4.0,null_rw,60m,kelt_pull,7
short,10,100,8984,-5.5,-12.3,46.0,-0.51,-6.5,null_rw,60m,kelt_pull,7
short,20,100,8974,-12.5,-22.6,43.0,-0.78,-14.6,null_rw,60m,kelt_pull,7
long,1,0,1304,,,,,,null_rw,daily,compress_bo,8
long,3,0,1302,,,,,,null_rw,daily,compress_bo,8
long,5,0,1300,,,,,,null_rw,daily,compress_bo,8
long,10,0,1295,,,,,,null_rw,daily,compress_bo,8
long,20,0,1285,,,,,,null_rw,daily,compress_bo,8
short,1,0,1304,,,,,,null_rw,daily,compress_bo,8
short,3,0,1302,,,,,,null_rw,daily,compress_bo,8
short,5,0,1300,,,,,,null_rw,daily,compress_bo,8
short,10,0,1295,,,,,,null_rw,daily,compress_bo,8
short,20,0,1285,,,,,,null_rw,daily,compress_bo,8
long,1,18,1304,4.0,-22.0,50.0,0.14,1.9,null_rw,daily,kelt_pull,8
long,3,18,1302,-22.8,-49.9,38.9,-0.62,-28.8,null_rw,daily,kelt_pull,8
long,5,18,1300,-40.0,-115.0,27.8,-0.89,-50.1,null_rw,daily,kelt_pull,8
long,10,18,1295,-27.1,-127.1,44.4,-0.41,-46.9,null_rw,daily,kelt_pull,8
long,20,18,1285,-40.8,-105.2,33.3,-0.74,-79.3,null_rw,daily,kelt_pull,8
short,1,12,1304,38.1,32.6,75.0,1.11,40.1,null_rw,daily,kelt_pull,8
short,3,12,1302,70.8,62.7,66.7,1.54,76.8,null_rw,daily,kelt_pull,8
short,5,12,1300,73.0,58.5,66.7,2.04,83.1,null_rw,daily,kelt_pull,8
short,10,12,1295,48.9,-16.3,50.0,0.59,68.7,null_rw,daily,kelt_pull,8
short,20,12,1285,43.7,47.1,58.3,0.36,82.2,null_rw,daily,kelt_pull,8
long,1,30,1304,14.7,8.3,53.3,0.81,12.7,null_rw,daily,donch100,8
long,3,30,1302,25.9,63.5,60.0,0.78,19.9,null_rw,daily,donch100,8
long,5,29,1300,30.3,29.8,51.7,0.83,20.2,null_rw,daily,donch100,8
long,10,28,1295,8.0,6.1,50.0,0.16,-11.8,null_rw,daily,donch100,8
long,20,26,1285,96.6,72.1,57.7,1.36,58.0,null_rw,daily,donch100,8
short,1,18,1304,-16.7,-40.3,33.3,-0.7,-14.7,null_rw,daily,donch100,8
short,3,18,1302,-50.5,-42.1,27.8,-1.16,-44.5,null_rw,daily,donch100,8
short,5,18,1300,-50.5,-24.0,44.4,-0.96,-40.4,null_rw,daily,donch100,8
short,10,18,1295,-58.2,-124.8,33.3,-0.96,-38.4,null_rw,daily,donch100,8
short,20,18,1285,-122.3,-117.2,22.2,-1.8,-83.7,null_rw,daily,donch100,8
long,1,19,1304,-16.7,-20.4,42.1,-0.79,-18.8,null_rw,daily,donch260,8
long,3,19,1302,-28.0,-57.8,42.1,-0.7,-34.0,null_rw,daily,donch260,8
long,5,19,1300,-51.9,-93.3,36.8,-1.08,-62.0,null_rw,daily,donch260,8
long,10,18,1295,-74.3,-38.4,38.9,-1.34,-94.1,null_rw,daily,donch260,8
long,20,16,1285,-22.0,-17.1,50.0,-0.3,-60.5,null_rw,daily,donch260,8
short,1,8,1304,-4.0,-1.0,50.0,-0.1,-2.0,null_rw,daily,donch260,8
short,3,8,1302,-69.0,-54.5,25.0,-0.82,-63.1,null_rw,daily,donch260,8
short,5,8,1300,-55.3,-60.6,37.5,-0.6,-45.2,null_rw,daily,donch260,8
short,10,8,1295,-142.0,-147.0,25.0,-1.66,-122.2,null_rw,daily,donch260,8
short,20,8,1285,-229.7,-206.5,12.5,-2.31,-191.1,null_rw,daily,donch260,8
long,1,14,8993,-1.8,-6.3,50.0,-0.17,-2.0,null_rw,60m,compress_bo,8
long,3,14,8991,-23.5,-26.7,42.9,-1.15,-24.1,null_rw,60m,compress_bo,8
long,5,14,8989,-36.0,-46.9,28.6,-1.39,-37.1,null_rw,60m,compress_bo,8
long,10,14,8984,-22.5,-33.3,42.9,-0.63,-24.5,null_rw,60m,compress_bo,8
long,20,14,8974,14.5,63.6,57.1,0.31,10.4,null_rw,60m,compress_bo,8
short,1,7,8993,22.2,29.9,71.4,1.64,22.4,null_rw,60m,compress_bo,8
short,3,7,8991,14.1,6.0,57.1,0.52,14.7,null_rw,60m,compress_bo,8
short,5,7,8989,5.3,-46.4,42.9,0.1,6.3,null_rw,60m,compress_bo,8
short,10,7,8984,-11.9,-35.0,28.6,-0.24,-9.9,null_rw,60m,compress_bo,8
short,20,7,8974,-72.6,-94.0,28.6,-1.32,-68.5,null_rw,60m,compress_bo,8
long,1,105,8993,-2.1,-5.3,48.6,-0.6,-2.3,null_rw,60m,kelt_pull,8
long,3,105,8991,-10.3,-8.0,46.7,-1.84,-10.9,null_rw,60m,kelt_pull,8
long,5,105,8989,-0.4,-4.3,48.6,-0.05,-1.4,null_rw,60m,kelt_pull,8
long,10,105,8984,0.6,4.5,50.5,0.06,-1.4,null_rw,60m,kelt_pull,8
long,20,105,8974,16.6,34.6,55.2,1.0,12.5,null_rw,60m,kelt_pull,8
short,1,95,8993,0.3,1.0,50.5,0.08,0.5,null_rw,60m,kelt_pull,8
short,3,95,8991,-1.9,-7.0,44.2,-0.3,-1.3,null_rw,60m,kelt_pull,8
short,5,95,8989,-4.2,-6.4,46.3,-0.51,-3.2,null_rw,60m,kelt_pull,8
short,10,95,8984,-11.6,-8.9,45.3,-1.01,-9.6,null_rw,60m,kelt_pull,8
short,20,94,8974,1.5,11.2,52.1,0.1,5.6,null_rw,60m,kelt_pull,8
long,1,0,1304,,,,,,null_rw,daily,compress_bo,9
long,3,0,1302,,,,,,null_rw,daily,compress_bo,9
long,5,0,1300,,,,,,null_rw,daily,compress_bo,9
long,10,0,1295,,,,,,null_rw,daily,compress_bo,9
long,20,0,1285,,,,,,null_rw,daily,compress_bo,9
short,1,1,1304,,,,,,null_rw,daily,compress_bo,9
short,3,1,1302,,,,,,null_rw,daily,compress_bo,9
short,5,1,1300,,,,,,null_rw,daily,compress_bo,9
short,10,1,1295,,,,,,null_rw,daily,compress_bo,9
short,20,1,1285,,,,,,null_rw,daily,compress_bo,9
long,1,18,1304,11.3,32.7,55.6,0.56,11.2,null_rw,daily,kelt_pull,9
long,3,17,1302,7.2,67.8,58.8,0.17,7.3,null_rw,daily,kelt_pull,9
long,5,17,1300,-16.5,21.3,58.8,-0.33,-16.5,null_rw,daily,kelt_pull,9
long,10,17,1295,37.8,66.6,52.9,0.41,37.6,null_rw,daily,kelt_pull,9
long,20,17,1285,20.7,122.3,58.8,0.2,20.9,null_rw,daily,kelt_pull,9
short,1,15,1304,2.9,-12.6,46.7,0.09,3.0,null_rw,daily,kelt_pull,9
short,3,15,1302,-0.1,71.9,60.0,-0.0,-0.3,null_rw,daily,kelt_pull,9
short,5,15,1300,9.6,-19.0,46.7,0.22,9.5,null_rw,daily,kelt_pull,9
short,10,15,1295,36.6,52.8,53.3,0.61,36.7,null_rw,daily,kelt_pull,9
short,20,15,1285,-24.4,-66.3,40.0,-0.25,-24.7,null_rw,daily,kelt_pull,9
long,1,23,1304,7.9,-8.5,43.5,0.41,7.8,null_rw,daily,donch100,9
long,3,23,1302,-29.9,-43.2,43.5,-0.89,-29.8,null_rw,daily,donch100,9
long,5,23,1300,-34.9,-10.9,43.5,-0.97,-34.8,null_rw,daily,donch100,9
long,10,23,1295,-113.2,-98.6,34.8,-2.51,-113.3,null_rw,daily,donch100,9
long,20,23,1285,-149.0,-193.8,26.1,-2.77,-148.8,null_rw,daily,donch100,9
short,1,29,1304,-22.1,-16.7,41.4,-1.28,-22.0,null_rw,daily,donch100,9
short,3,29,1302,-44.1,-89.3,34.5,-1.61,-44.3,null_rw,daily,donch100,9
short,5,29,1300,-93.0,-101.0,37.9,-2.36,-93.0,null_rw,daily,donch100,9
short,10,29,1295,-105.9,-126.8,34.5,-2.09,-105.7,null_rw,daily,donch100,9
short,20,29,1285,-137.2,-88.8,41.4,-1.86,-137.5,null_rw,daily,donch100,9
long,1,6,1304,-7.4,-13.1,50.0,-0.19,-7.5,null_rw,daily,donch260,9
long,3,6,1302,-136.4,-131.4,33.3,-2.13,-136.3,null_rw,daily,donch260,9
long,5,6,1300,-99.2,-87.1,16.7,-2.09,-99.2,null_rw,daily,donch260,9
long,10,6,1295,-185.0,-215.5,16.7,-2.04,-185.1,null_rw,daily,donch260,9
long,20,6,1285,-313.9,-392.6,16.7,-3.51,-313.7,null_rw,daily,donch260,9
short,1,15,1304,-19.9,-24.2,40.0,-0.64,-19.9,null_rw,daily,donch260,9
short,3,15,1302,-95.1,-113.6,20.0,-2.6,-95.2,null_rw,daily,donch260,9
short,5,15,1300,-140.9,-101.0,33.3,-2.6,-141.0,null_rw,daily,donch260,9
short,10,15,1295,-134.3,-51.8,33.3,-1.68,-134.1,null_rw,daily,donch260,9
short,20,15,1285,-220.6,-202.1,40.0,-1.91,-220.8,null_rw,daily,donch260,9
long,1,14,8993,25.1,31.4,71.4,2.57,24.6,null_rw,60m,compress_bo,9
long,3,14,8991,24.4,32.8,71.4,1.37,23.0,null_rw,60m,compress_bo,9
long,5,14,8989,14.1,28.0,57.1,0.58,11.7,null_rw,60m,compress_bo,9
long,10,14,8984,14.1,-9.0,42.9,0.36,9.4,null_rw,60m,compress_bo,9
long,20,14,8974,46.2,11.8,57.1,0.98,37.1,null_rw,60m,compress_bo,9
short,1,11,8993,-2.0,-17.7,45.5,-0.13,-1.6,null_rw,60m,compress_bo,9
short,3,11,8991,-36.3,-37.2,18.2,-1.47,-34.9,null_rw,60m,compress_bo,9
short,5,11,8989,-16.6,-52.3,45.5,-0.46,-14.2,null_rw,60m,compress_bo,9
short,10,11,8984,-0.0,-24.9,36.4,-0.0,4.7,null_rw,60m,compress_bo,9
short,20,11,8974,-14.1,-19.8,36.4,-0.26,-5.0,null_rw,60m,compress_bo,9
long,1,97,8993,-7.6,-2.8,45.4,-2.04,-8.1,null_rw,60m,kelt_pull,9
long,3,96,8991,-13.4,-12.7,44.8,-1.91,-14.8,null_rw,60m,kelt_pull,9
long,5,96,8989,-0.1,8.0,54.2,-0.01,-2.4,null_rw,60m,kelt_pull,9
long,10,96,8984,-6.7,-10.7,46.9,-0.54,-11.4,null_rw,60m,kelt_pull,9
long,20,96,8974,-3.0,-4.3,49.0,-0.18,-12.2,null_rw,60m,kelt_pull,9
short,1,85,8993,-3.3,-4.3,45.9,-0.85,-2.8,null_rw,60m,kelt_pull,9
short,3,85,8991,-15.9,-15.0,43.5,-2.4,-14.5,null_rw,60m,kelt_pull,9
short,5,85,8989,-14.0,-8.5,45.9,-1.72,-11.7,null_rw,60m,kelt_pull,9
short,10,85,8984,-8.2,-11.1,47.1,-0.63,-3.5,null_rw,60m,kelt_pull,9
short,20,85,8974,3.1,6.2,51.8,0.17,12.3,null_rw,60m,kelt_pull,9
long,1,0,1304,,,,,,null_rw,daily,compress_bo,10
long,3,0,1302,,,,,,null_rw,daily,compress_bo,10
long,5,0,1300,,,,,,null_rw,daily,compress_bo,10
long,10,0,1295,,,,,,null_rw,daily,compress_bo,10
long,20,0,1285,,,,,,null_rw,daily,compress_bo,10
short,1,1,1304,,,,,,null_rw,daily,compress_bo,10
short,3,1,1302,,,,,,null_rw,daily,compress_bo,10
short,5,1,1300,,,,,,null_rw,daily,compress_bo,10
short,10,1,1295,,,,,,null_rw,daily,compress_bo,10
short,20,1,1285,,,,,,null_rw,daily,compress_bo,10
long,1,14,1304,2.9,19.9,57.1,0.13,3.5,null_rw,daily,kelt_pull,10
long,3,14,1302,39.0,58.1,57.1,1.05,40.3,null_rw,daily,kelt_pull,10
long,5,14,1300,23.0,69.4,64.3,0.56,25.4,null_rw,daily,kelt_pull,10
long,10,14,1295,33.4,-24.5,42.9,0.52,38.0,null_rw,daily,kelt_pull,10
long,20,14,1285,252.9,239.2,85.7,2.23,256.8,null_rw,daily,kelt_pull,10
short,1,15,1304,7.1,-10.4,46.7,0.29,6.6,null_rw,daily,kelt_pull,10
short,3,15,1302,21.4,71.8,60.0,0.62,20.1,null_rw,daily,kelt_pull,10
short,5,15,1300,86.4,49.3,73.3,1.57,84.0,null_rw,daily,kelt_pull,10
short,10,15,1295,188.7,217.2,73.3,3.34,184.1,null_rw,daily,kelt_pull,10
short,20,15,1285,307.1,369.9,86.7,2.77,303.2,null_rw,daily,kelt_pull,10
